,Name,sandbox
2926,Benjamin F Quillian,https://www.sandbox.csun.edu/faculty/benjamin.quillian
2927,Jennifer A Quinonez-skinner,https://www.sandbox.csun.edu/faculty/jennie.quinonez-skinner
2928,Shirin E Raban,https://www.sandbox.csun.edu/faculty/shirin.raban
2929,Gigi L Rabe,https://www.sandbox.csun.edu/faculty/gigi.rabe
2930,Felix Rabinovich,https://www.sandbox.csun.edu/faculty/felix.rabinovich
2931,Hengameh H Rabizadeh,https://www.sandbox.csun.edu/faculty/hengameh.rabizadeh.371
2932,Jerome Rabow,https://www.sandbox.csun.edu/faculty/jerome.rabow
2933,Rosalind L Raby,https://www.sandbox.csun.edu/faculty/rosalind.raby
2934,Dmitry Rachmanov,https://www.sandbox.csun.edu/faculty/dmitry.rachmanov
2935,Matthew M Radmanesh,https://www.sandbox.csun.edu/faculty/matthew.radmanesh
2936,Natasha Radojcic,https://www.sandbox.csun.edu/faculty/natasha.radojcic
2937,Charmaine Raffel,https://www.sandbox.csun.edu/faculty/charmaine.raffel
2938,Zahid Rafique,https://www.sandbox.csun.edu/faculty/zahid.rafique
2939,Sheida Rahmani,https://www.sandbox.csun.edu/faculty/sheida.rahmani
2940,Bethany K.W. Rainisch,https://www.sandbox.csun.edu/faculty/bethany.rainisch
2941,Mark R Rajai,https://www.sandbox.csun.edu/faculty/mark.rajai
2942,Jean C Ramage,https://www.sandbox.csun.edu/faculty/jean.ramage
2943,Tarini Ramaprakash,https://www.sandbox.csun.edu/faculty/tarini.ramaprakash
2944,S K Ramesh,https://www.sandbox.csun.edu/faculty/s.ramesh
2945,Nayan G. Ramirez,https://www.sandbox.csun.edu/faculty/nayan.ramirez
2946,Isabelle Ramos,https://www.sandbox.csun.edu/faculty/isabelle.ramos
2947,Jose A Ramos,https://www.sandbox.csun.edu/faculty/jose.ramos
2948,John Ramsey,https://www.sandbox.csun.edu/faculty/john.ramsey
2949,Radha Ranganathan,https://www.sandbox.csun.edu/faculty/radha.ranganathan
2950,Kaizer Rangwala,https://www.sandbox.csun.edu/faculty/kaizer.rangwala
2951,Lara Rann,https://www.sandbox.csun.edu/faculty/lara.rann
2952,Jared H Rappaport,https://www.sandbox.csun.edu/faculty/jared.h.rappaport
2953,Joel Rarang,https://www.sandbox.csun.edu/faculty/joel.rarang
2954,Mehrdokht Rashidian koohpareh,https://www.sandbox.csun.edu/faculty/mehrdokht.rashidian
2955,Andrea M Rashtian,https://www.sandbox.csun.edu/faculty/andrea.rashtian
2956,"Floch, Melissa A",https://www.sandbox.csun.edu/faculty/melissa.rassibi
2957,Anthony J Ratcliff,https://www.sandbox.csun.edu/faculty/anthony.ratcliff
2958,Cecilia Raufman,https://www.sandbox.csun.edu/faculty/lisa.raufman
2959,Donald Raun,https://www.sandbox.csun.edu/faculty/donald.raun
2960,Hamid Ravanbakhsh,https://www.sandbox.csun.edu/faculty/hamid.ravanbakhsh
2961,Cynthia Rawitch,https://www.sandbox.csun.edu/faculty/cynthia.rawitch
2962,Robert J Rawitch,https://www.sandbox.csun.edu/faculty/robert.rawitch
2963,Jill J Razani,https://www.sandbox.csun.edu/faculty/jill.razani
2964,Shahab Razani,https://www.sandbox.csun.edu/faculty/rob.razani
2965,Danny Reader,https://www.sandbox.csun.edu/faculty/danny.reader
2966,Janet T Reagan,https://www.sandbox.csun.edu/faculty/janet.reagan
2967,Michael Reagan,https://www.sandbox.csun.edu/faculty/michael.reagan
2968,Kari A Reardon,https://www.sandbox.csun.edu/faculty/kari.reardon
2969,Molly Rearick,https://www.sandbox.csun.edu/faculty/molly.rearick
2970,Giuliette Recht,https://www.sandbox.csun.edu/faculty/giuliette.recht
2971,Francoise Regnat,https://www.sandbox.csun.edu/faculty/francoise.regnat
2972,Cindy Rehm,https://www.sandbox.csun.edu/faculty/cindy.rehm
2973,Kristen Reichel,https://www.sandbox.csun.edu/faculty/kristen.landeros
2974,Sandor Reichman,https://www.sandbox.csun.edu/faculty/sandor.reichman
2975,Robert Reid III,https://www.sandbox.csun.edu/faculty/robert.reid
2976,Yolanda S Reid-chassiakos,https://www.sandbox.csun.edu/faculty/linda.chassiakos
2977,Mary Reilly,https://www.sandbox.csun.edu/faculty/mary.reilly
2978,Lisa R Reiner,https://www.sandbox.csun.edu/faculty/lisa.reiner
2979,Todd Reinstein,https://www.sandbox.csun.edu/faculty/todd.reinstein
2980,Deqing Ren,https://www.sandbox.csun.edu/faculty/ren.deqing
2981,Craig A Renetzky,https://www.sandbox.csun.edu/faculty/craig.renetzky
2982,Sembiam R Rengarajan,https://www.sandbox.csun.edu/faculty/sembiam.rengarajan
2983,Gerald A Resendez,https://www.sandbox.csun.edu/faculty/gerald.resendez
2984,Alberto F Restori,https://www.sandbox.csun.edu/faculty/alberto.restori
2985,Jessica Retis,https://www.sandbox.csun.edu/faculty/jessica.retis
2986,John M Reveles,https://www.sandbox.csun.edu/faculty/john.reveles
2987,Claudia H Reyes,https://www.sandbox.csun.edu/faculty/claudia.reyes
2988,Erica Reyes,https://www.sandbox.csun.edu/faculty/erica.reyes1
2989,Randy Reynaldo,https://www.sandbox.csun.edu/faculty/randy.reynaldo
2990,Amy L Reynolds,https://www.sandbox.csun.edu/faculty/amy.reynolds
2991,Bradley M Reynolds,https://www.sandbox.csun.edu/faculty/bradley.reynolds
2992,Bronte H Reynolds,https://www.sandbox.csun.edu/faculty/bronte.reynolds
2993,Jonathan Reynolds,https://www.sandbox.csun.edu/faculty/jonathan.reynolds
2994,Justin Reynolds,https://www.sandbox.csun.edu/faculty/justin.reynolds
2995,Victoria J Reynolds,https://www.sandbox.csun.edu/faculty/victoria.reynolds
2996,Eric Rhoades,https://www.sandbox.csun.edu/faculty/eric.rhoades
2997,Barbara Rhodes,https://www.sandbox.csun.edu/faculty/barbara.rhodes
2998,Mohamadreza Riasati,https://www.sandbox.csun.edu/faculty/mohamadreza.riasati
2999,Vahid R Riasati,https://www.sandbox.csun.edu/faculty/vahid.riasati
3000,Luca Ricci,https://www.sandbox.csun.edu/faculty/luca.ricci
3001,Lisa D Riccomini,https://www.sandbox.csun.edu/faculty/lisa.riccomini
3002,Brian J Rice,https://www.sandbox.csun.edu/faculty/brian.rice
3003,Frances Rice Farrand,https://www.sandbox.csun.edu/faculty/frances.rice-farrand
3004,Harvey E Rich,https://www.sandbox.csun.edu/faculty/harvey.rich
3005,Darrel D Richards,https://www.sandbox.csun.edu/faculty/darrel.richards
3006,Victoria D Richards,https://www.sandbox.csun.edu/faculty/victoria.richards
3007,Terri S Richardson,https://www.sandbox.csun.edu/faculty/terri.richardson
3008,Mark Richman,https://www.sandbox.csun.edu/faculty/mark.richman
3009,Boris E. Ricks,https://www.sandbox.csun.edu/faculty/boris.ricks
3010,Elizabeth Riegos,https://www.sandbox.csun.edu/faculty/elizabeth.riegos
3011,Barbara J Rigney-hill,https://www.sandbox.csun.edu/faculty/barbara.rigney-hill
3012,Alessandro Rigolon,https://www.sandbox.csun.edu/faculty/alessandro.rigolon
3013,Nancy H Riley,https://www.sandbox.csun.edu/faculty/nancy.riley
3014,William P Riley,https://www.sandbox.csun.edu/faculty/william.p.riley
3015,David Ringsmuth,https://www.sandbox.csun.edu/faculty/david.ringsmuth
3016,Karl J Rink,https://www.sandbox.csun.edu/faculty/karl.rink
3017,Matthew Rinnert,https://www.sandbox.csun.edu/faculty/matt.rinnert
3018,Nida Rinthapol,https://www.sandbox.csun.edu/faculty/nida.rinthapol
3019,Rebecca G Ripple,https://www.sandbox.csun.edu/faculty/rebecca.ripple
3020,Karen F Ritchie,https://www.sandbox.csun.edu/faculty/karen.ritchie
3021,Sandra K Ritter,https://www.sandbox.csun.edu/faculty/sandra.ritter
3022,Michael G Rivas,https://www.sandbox.csun.edu/faculty/mike.rivas
3023,Benjamin Riveira,https://www.sandbox.csun.edu/faculty/benjamin.riveira
3024,Rosa L Rivera furumoto,https://www.sandbox.csun.edu/faculty/rosa.furumoto
3025,Mauricio E Rivera jr,https://www.sandbox.csun.edu/faculty/mauricio.rivera
3026,Orlando Rivero-Valdes,https://www.sandbox.csun.edu/faculty/orlando.riverovaldes
3027,Magdy Rizk,https://www.sandbox.csun.edu/faculty/magdy.rizk
3028,David Robaire,https://www.sandbox.csun.edu/faculty/david.robaire
3029,Kimberly D Robbins,https://www.sandbox.csun.edu/faculty/kimberly.robbins
3030,Joseph A Roberson,https://www.sandbox.csun.edu/faculty/joseph.a.roberson
3031,James Roberts,https://www.sandbox.csun.edu/faculty/james.e.roberts
3032,William W Roberts,https://www.sandbox.csun.edu/faculty/william.roberts
3033,Jeanne M Robertson,https://www.sandbox.csun.edu/faculty/jeanne.robertson
3034,Kimberly D Robertson,https://www.sandbox.csun.edu/faculty/kimberly.robertson
3035,Karen L Robinette,https://www.sandbox.csun.edu/faculty/karen.robinette
3036,Polly M Robinson,https://www.sandbox.csun.edu/faculty/polly.robinson
3037,Sandy Banks,https://www.sandbox.csun.edu/faculty/sandy.banks
3038,Tiearea Robinson,https://www.sandbox.csun.edu/faculty/tiearea.robinson
3039,Luann C Rocha,https://www.sandbox.csun.edu/faculty/luann.rocha
3040,Richard Rodewald,https://www.sandbox.csun.edu/faculty/richard.rodewald
3041,Rosamond C Rodman,https://www.sandbox.csun.edu/faculty/rosamond.rodman
3042,Jennifer Rodrick,https://www.sandbox.csun.edu/faculty/jennifer.rodrick
3043,Cassaundra Rodriguez,https://www.sandbox.csun.edu/faculty/cassaundra.rodriguez
3044,David Rodriguez,https://www.sandbox.csun.edu/faculty/david.rodriguez
3045,Herman Rodriguez,https://www.sandbox.csun.edu/faculty/herman.rodriguez
3046,Leslie Rodriguez,https://www.sandbox.csun.edu/faculty/leslie.rodriguez
3047,Lisette Rodriguez,https://www.sandbox.csun.edu/faculty/lisette.rodriguez
3048,Michelle Rodriguez,https://www.sandbox.csun.edu/faculty/michelle.rodriguez
3049,Richard Rodriguez,https://www.sandbox.csun.edu/faculty/richard.a.rodriguez
3050,Carlos Roel,https://www.sandbox.csun.edu/faculty/carlos.roel
3051,Christopher Rogers,https://www.sandbox.csun.edu/faculty/christopher.rogers
3052,Crystal Rogers,https://www.sandbox.csun.edu/faculty/crystal.rogers
3053,Sean M Rogers,https://www.sandbox.csun.edu/faculty/sean.rogers
3054,Elizabeth S Rohrer,https://www.sandbox.csun.edu/faculty/elizabeth.rohrer
3055,Jose E Rojas-torres,https://www.sandbox.csun.edu/faculty/jose.rojas-torres
3056,Freya Rojo,https://www.sandbox.csun.edu/faculty/freya.rojo
3057,Margaret L Roller,https://www.sandbox.csun.edu/faculty/peggy.roller
3058,Robert Romagnoli,https://www.sandbox.csun.edu/faculty/robert.romagnoli
3059,Sigalit Ronen,https://www.sandbox.csun.edu/faculty/sigalit.ronen
3060,Erica Rood,https://www.sandbox.csun.edu/faculty/erica.rood
3061,Ramin Roosta,https://www.sandbox.csun.edu/faculty/ramin.roosta
3062,Soraya A Roosta,https://www.sandbox.csun.edu/faculty/soraya.roosta
3063,Carolyn Roper-Conley,https://www.sandbox.csun.edu/faculty/carolyn.roperconley
3064,Yolanda Rosas,https://www.sandbox.csun.edu/faculty/yolanda.t.rosas
3065,Diane H Roscetti,https://www.sandbox.csun.edu/faculty/diane.roscetti
3066,John A Roscigno,https://www.sandbox.csun.edu/faculty/john.roscigno
3067,Michael Rose,https://www.sandbox.csun.edu/faculty/michael.rose
3068,Jerry D Rosen,https://www.sandbox.csun.edu/faculty/jerry.rosen
3069,Mary E Rosen,https://www.sandbox.csun.edu/faculty/mary.rosen
3070,Amy H Rosenblatt,https://www.sandbox.csun.edu/faculty/amy.rosenblatt
3071,Evan R Rosenblatt,https://www.sandbox.csun.edu/faculty/evan.rosenblatt.0
3072,Beth Rosenblum,https://www.sandbox.csun.edu/faculty/beth.rosenblum
3073,Mahta Rosenfeld,https://www.sandbox.csun.edu/faculty/mahta.rosenfeld
3074,Serina Rosenkjar,https://www.sandbox.csun.edu/faculty/serina.rosenkjar
3075,Tristen J Rosenn,https://www.sandbox.csun.edu/faculty/jamie.rosenn
3076,Bethana A Rosenthal,https://www.sandbox.csun.edu/faculty/bethana.rosenthal.752
3077,Kenneth E Rosenthal,https://www.sandbox.csun.edu/faculty/ken.rosenthal
3078,Mira Rosenthal,https://www.sandbox.csun.edu/faculty/mira.rosenthal
3079,Richard A Rosenthal,https://www.sandbox.csun.edu/faculty/richard.rosenthal
3080,Lauren Ross,https://www.sandbox.csun.edu/faculty/lauren.ross
3081,Ryan Ross,https://www.sandbox.csun.edu/faculty/ryan.ross
3082,Gerard L Rossy,https://www.sandbox.csun.edu/faculty/gerard.rossy
3083,Maryam Rostami,https://www.sandbox.csun.edu/faculty/maryam.rostami
3084,Theodore L Roter,https://www.sandbox.csun.edu/faculty/theodore.roter
3085,Thomas Rothmann,https://www.sandbox.csun.edu/faculty/thomas.rothmann
3086,Carrie S Rothstein-Fisch,https://www.sandbox.csun.edu/faculty/carrie.rothstein-fisch
3087,Matthew Rotondi,https://www.sandbox.csun.edu/faculty/matthew.rotondi
3088,Helene A Rougier,https://www.sandbox.csun.edu/faculty/helene.rougier
3089,Robin N Rousselet,https://www.sandbox.csun.edu/faculty/robin.rousselet
3090,Kate Martin Rowe,https://www.sandbox.csun.edu/faculty/kathleen.rowe
3091,Tony S Rowe,https://www.sandbox.csun.edu/faculty/tony.rowe
3092,Carole J Rowland,https://www.sandbox.csun.edu/faculty/carole.rowland
3093,Kathleen D Rowlands,https://www.sandbox.csun.edu/faculty/kathleen.rowlands
3094,Kelly A Rowley,https://www.sandbox.csun.edu/faculty/kelly.rowley
3095,Jeffrey Roy,https://www.sandbox.csun.edu/faculty/jeffrey.roy
3096,Ram M. Roy,https://www.sandbox.csun.edu/faculty/ram.roy
3097,Ravi K Roy,https://www.sandbox.csun.edu/faculty/ravi.roy
3098,Orlando Roybal,https://www.sandbox.csun.edu/faculty/orlando.roybal
3099,Michelle Rozic,https://www.sandbox.csun.edu/faculty/michelle.rozic
3100,Luis A Rubalcava,https://www.sandbox.csun.edu/faculty/luis.rubalcava
3101,Joshua Rubenstein,https://www.sandbox.csun.edu/faculty/joshua.rubenstein
3102,Dorene Rubin,https://www.sandbox.csun.edu/faculty/dorene.rubin
3103,Maureen S Rubin,https://www.sandbox.csun.edu/faculty/maureen.rubin
3104,Cristina Rubino,https://www.sandbox.csun.edu/faculty/cristina.rubino
3105,Louis G Rubino,https://www.sandbox.csun.edu/faculty/louis.rubino
3106,Delia C Rudiger,https://www.sandbox.csun.edu/faculty/delia.rudiger
3107,Maythe Ruffino,https://www.sandbox.csun.edu/faculty/maythe.ruffino
3108,Richard M Ruggiero,https://www.sandbox.csun.edu/faculty/richard.ruggiero
3109,Christopher Ruh,https://www.sandbox.csun.edu/faculty/christopher.ruh
3110,Everto Ruiz,https://www.sandbox.csun.edu/faculty/everto.ruiz
3111,Miguel A Ruiz,https://www.sandbox.csun.edu/faculty/mruiz
3112,Raul Ruiz,https://www.sandbox.csun.edu/faculty/raul.ruiz
3113,Stevie R Ruiz,https://www.sandbox.csun.edu/faculty/stevie.ruiz
3114,Tiffany Ruiz,https://www.sandbox.csun.edu/faculty/tiffany.ruiz
3115,Dr. Cristian Ruiz Rueda,https://www.sandbox.csun.edu/faculty/cristian.ruizrueda
3116,Lizbeth Ruiz-Torres,https://www.sandbox.csun.edu/faculty/lizbeth.ruiztorres
3117,Cathy S Rusch,https://www.sandbox.csun.edu/faculty/cathy.rusch
3118,Philip Rusche,https://www.sandbox.csun.edu/faculty/philip.rusche
3119,Clinton Rusich,https://www.sandbox.csun.edu/faculty/clinton.rusich
3120,Ian Russ,https://www.sandbox.csun.edu/faculty/ian.russ
3121,Cody Russell,https://www.sandbox.csun.edu/faculty/cody.russell
3122,David T Russell,https://www.sandbox.csun.edu/faculty/david.russell
3123,Emily E Russell,https://www.sandbox.csun.edu/faculty/emily.russell
3124,Jamie Russom,https://www.sandbox.csun.edu/faculty/jamie.russom
3125,Abe Rutchick,https://www.sandbox.csun.edu/faculty/abraham.rutchick
3126,Omar Ruvalcaba,https://www.sandbox.csun.edu/faculty/omar.ruvalcaba
3127,Mustafa Ruzgar,https://www.sandbox.csun.edu/faculty/mustafa.ruzgar
3128,Michael C Ryan,https://www.sandbox.csun.edu/faculty/michael.ryan
3129,Robert G Ryan,https://www.sandbox.csun.edu/faculty/robert.ryan
3130,Leonard Rymsza,https://www.sandbox.csun.edu/faculty/leonard.rymsza
3131,Jeong-hee Ryu,https://www.sandbox.csun.edu/faculty/jeonghee.ryu
3132,Mehrnaz Saadat,https://www.sandbox.csun.edu/faculty/mehrnaz.saadat
3133,Raymond Saar,https://www.sandbox.csun.edu/faculty/raymond.saar
3134,"Jennifer Saba, MS, ASP",https://www.sandbox.csun.edu/faculty/jennifer.saba
3135,Emmanuel Sabaiz-birdsill,https://www.sandbox.csun.edu/faculty/emmanuel.sabaiz.87
3136,"Karen Sabbah, M.A.",https://www.sandbox.csun.edu/faculty/karen.sabbah
3137,"Rania A Sabty, PhD, REHS",https://www.sandbox.csun.edu/faculty/rania.sabty-daily
3138,Robin S Sachs,https://www.sandbox.csun.edu/faculty/robin.sachs
3139,Michelle Sadeh,https://www.sandbox.csun.edu/faculty/michelle.sadeh
3140,Carrie L Saetermoe,https://www.sandbox.csun.edu/faculty/carrie.saetermoe
3141,Vadeesh Saggar,https://www.sandbox.csun.edu/faculty/vedeesh.saggar
3142,Ron Saito,https://www.sandbox.csun.edu/faculty/ron.saito
3143,Martin R Saiz,https://www.sandbox.csun.edu/faculty/martin.saiz
3144,Kenneth K Sakatani,https://www.sandbox.csun.edu/faculty/kenneth.sakatani
3145,Jacqueline M Salas,https://www.sandbox.csun.edu/faculty/jm.salas
3146,Laura P Salas,https://www.sandbox.csun.edu/faculty/laura.salas
3147,Arsho S Salazar,https://www.sandbox.csun.edu/faculty/arsho.salazar
3148,Jose C Salazar,https://www.sandbox.csun.edu/faculty/jose.salazar
3149,Elisa Salcedo,https://www.sandbox.csun.edu/faculty/elisa.salcedo
3150,Arash Salehi,https://www.sandbox.csun.edu/faculty/arash.salehi
3151,Chris Sales,https://www.sandbox.csun.edu/faculty/chris.sales
3152,Jessica Salian,https://www.sandbox.csun.edu/faculty/jessica.salian
3153,David Salomon,https://www.sandbox.csun.edu/faculty/david.salomon
3154,Stephen A Samaha,https://www.sandbox.csun.edu/faculty/stephen.samaha
3155,Jack n Samara,https://www.sandbox.csun.edu/faculty/jack.samara
3156,Bamdad Samii,https://www.sandbox.csun.edu/faculty/bamdad.samii
3157,Babak Samimi,https://www.sandbox.csun.edu/faculty/babak.samimi
3158,Robert A Samples,https://www.sandbox.csun.edu/faculty/robert.samples
3159,Bridget Sampson,https://www.sandbox.csun.edu/faculty/bridget.sampson
3160,Edward Sampson,https://www.sandbox.csun.edu/faculty/edward.sampson
3161,Courtney Sams,https://www.sandbox.csun.edu/faculty/courtney.sams
3162,Ashley A Samson,https://www.sandbox.csun.edu/faculty/ashley.samson
3163,Sandor E Samuels,https://www.sandbox.csun.edu/faculty/sandor.samuels
3164,Camerino Sanchez,https://www.sandbox.csun.edu/faculty/camerino.sanchez
3165,Crystal Sanchez,https://www.sandbox.csun.edu/faculty/crystal.sanchez
3166,George B Sanchez,https://www.sandbox.csun.edu/faculty/george.sanchez
3167,Jennifer A Sanchez,https://www.sandbox.csun.edu/faculty/jennifer.a.sanchez
3168,Marta E Sanchez,https://www.sandbox.csun.edu/faculty/marta.sanchez
3169,Ana Sanchez-Muñoz,https://www.sandbox.csun.edu/faculty/ana.sanchezmunoz
3170,Erik M Sandberg,https://www.sandbox.csun.edu/faculty/erik.sandberg
3171,Mark Sanders,https://www.sandbox.csun.edu/faculty/mark.sanders
3172,Alejandra Sandoval,https://www.sandbox.csun.edu/faculty/alejandra.sandoval
3173,Denise M Sandoval,https://www.sandbox.csun.edu/faculty/denise.sandoval
3174,Tony L Sandoval,https://www.sandbox.csun.edu/faculty/tony.sandoval
3175,Tovah Sands,https://www.sandbox.csun.edu/faculty/tovah.sands
3176,Lawrence H Sandy-bailey,https://www.sandbox.csun.edu/faculty/lawrence.sandybailey
3177,Mohammed Sangeladji,https://www.sandbox.csun.edu/faculty/mohammad.sangeladji
3178,Siva R Sankaran,https://www.sandbox.csun.edu/faculty/siva.sankaran
3179,Lawrence D Sannerud,https://www.sandbox.csun.edu/faculty/david.sannerud
3180,Steve Santillan,https://www.sandbox.csun.edu/faculty/steve.santillan
3181,Stephanie D Santos,https://www.sandbox.csun.edu/faculty/stephanie.santos
3182,Allison Sapienza,https://www.sandbox.csun.edu/faculty/allison.sapienza
3183,Yakov Sapozhnikov,https://www.sandbox.csun.edu/faculty/yakov.sapozhnikov
3184,Thomas Saputo,https://www.sandbox.csun.edu/faculty/thomas.saputo
3185,Ahmad R Sarfaraz,https://www.sandbox.csun.edu/faculty/ahmad.sarfaraz
3186,Ronit Sarig,https://www.sandbox.csun.edu/faculty/ronit.sarig
3187,Mary J Sariscsany,https://www.sandbox.csun.edu/faculty/maryjo.sariscsany
3188,Henrik Sarkssian,https://www.sandbox.csun.edu/faculty/henrik.sarkssian
3189,Talin Saroukhanian,https://www.sandbox.csun.edu/faculty/talin.saroukhanian
3190,"Heinrich Sartin, M.A.",https://www.sandbox.csun.edu/faculty/heinrich.k.sartin
3191,Stephanie Satie,https://www.sandbox.csun.edu/faculty/stephanie.satie
3192,Jennifer Sato-Veloz,https://www.sandbox.csun.edu/faculty/jennifer.satoveloz
3193,Carmen T Saunders-Russell,https://www.sandbox.csun.edu/faculty/carmen.saunders
3194,Kurt Saunders,https://www.sandbox.csun.edu/faculty/kurt.saunders
3195,Quinn C Saunders,https://www.sandbox.csun.edu/faculty/quinn.saunders
3196,Joshua S Sausner,https://www.sandbox.csun.edu/faculty/joshua.sausner
3197,Karen Savage,https://www.sandbox.csun.edu/faculty/karen.savage
3198,Donald F Savarese,https://www.sandbox.csun.edu/faculty/donald.savarese
3199,Jerald Savin,https://www.sandbox.csun.edu/faculty/jerald.savin
3200,Mirna Sawyer,https://www.sandbox.csun.edu/faculty/mirna.sawyer
3201,Elizabeth A Say,https://www.sandbox.csun.edu/faculty/elizabeth.say
3202,Reza Sayed,https://www.sandbox.csun.edu/faculty/reza.sayed.28
3203,Caroline Sayers,https://www.sandbox.csun.edu/faculty/caroline.sayers
3204,Martha R Sayles,https://www.sandbox.csun.edu/faculty/marty.sayles
3205,Michele L Scaife,https://www.sandbox.csun.edu/faculty/michele.scaife
3206,Christoph Schaal,https://www.sandbox.csun.edu/faculty/christoph.schaal
3207,James Schaeffer,https://www.sandbox.csun.edu/faculty/james.schaeffer
3208,Stephen Schafer,https://www.sandbox.csun.edu/faculty/stephen.schafer
3209,Ronald Schaffer,https://www.sandbox.csun.edu/faculty/ronald.schaffer
3210,Jutta L Schamp,https://www.sandbox.csun.edu/faculty/jutta.schamp
3211,Stephen Scheff,https://www.sandbox.csun.edu/faculty/stephen.scheff
3212,Suzanne Scheld,https://www.sandbox.csun.edu/faculty/suzanne.scheld
3213,Pamela Scherban-Sierra,https://www.sandbox.csun.edu/faculty/pamela.scherban-sierra
3214,Paula M Schiffman,https://www.sandbox.csun.edu/faculty/paula.schiffman
3215,Karen J Schifman,https://www.sandbox.csun.edu/faculty/karen.j.schifman
3216,Mark F Schilling,https://www.sandbox.csun.edu/faculty/mark.schilling
3217,"John E Schillinger, REHS, PhD (Emeritus)",https://www.sandbox.csun.edu/faculty/john.schillinger
3218,Mary T Schillinger,https://www.sandbox.csun.edu/faculty/mary.schillinger
3219,Jonah Schlackman,https://www.sandbox.csun.edu/faculty/jonah.schlackman
3220,Cynthia E Schlesinger,https://www.sandbox.csun.edu/faculty/cynthia.schlesinger
3221,Mary A Schliff,https://www.sandbox.csun.edu/faculty/mary.a.schliff
3222,Julia Schlosser,https://www.sandbox.csun.edu/faculty/julia.schlosser
3223,Deandra Schmidt,https://www.sandbox.csun.edu/faculty/deandra.schmidt
3224,Ioana D Schmidt,https://www.sandbox.csun.edu/faculty/ioana.schmidt
3225,Jason D Schmidt,https://www.sandbox.csun.edu/faculty/jason.schmidt
3226,Judy Schmidt-Levy,https://www.sandbox.csun.edu/faculty/judy.schmidt.levy
3227,Howard S Schneider,https://www.sandbox.csun.edu/faculty/howard.schneider
3228,Ellen S Schneiderman,https://www.sandbox.csun.edu/faculty/ellen.schneiderman
3229,Christine A Schnieders,https://www.sandbox.csun.edu/faculty/christine.schnieders
3230,H E Schockman,https://www.sandbox.csun.edu/faculty/e.schockman
3231,Myra Schodlbauer,https://www.sandbox.csun.edu/faculty/myra.stewart
3232,Bruce K Schofield,https://www.sandbox.csun.edu/faculty/bruce.schofield
3233,Michael Schofield,https://www.sandbox.csun.edu/faculty/michael.schofield
3234,Christina G Scholten,https://www.sandbox.csun.edu/faculty/christina.m.scholten
3235,Suzanne M Scholz,https://www.sandbox.csun.edu/faculty/suzanne.scholz
3236,Ruth Schrier,https://www.sandbox.csun.edu/faculty/ruth.schrier
3237,Yann Schrodi,https://www.sandbox.csun.edu/faculty/yann.schrodi
3238,John Schroeder,https://www.sandbox.csun.edu/faculty/john.schroeder
3239,Matthew D Schuler,https://www.sandbox.csun.edu/faculty/matthew.schuler
3240,John E Schultheiss,https://www.sandbox.csun.edu/faculty/john.e.schultheiss
3241,Heidi A Schumacher,https://www.sandbox.csun.edu/faculty/heidi.schumacher
3242,Gary Schur,https://www.sandbox.csun.edu/faculty/gary.schur
3243,Paulette A Schuster,https://www.sandbox.csun.edu/faculty/paulette.schuster
3244,Stephan D Schuster,https://www.sandbox.csun.edu/faculty/stephen.d.schuster
3245,Jerald G Schutte,https://www.sandbox.csun.edu/faculty/jerry.schutte
3246,Jason D Schutz,https://www.sandbox.csun.edu/faculty/jason.schutz
3247,David Schwartz,https://www.sandbox.csun.edu/faculty/david.schwartz
3248,Diane L. Schwartz,https://www.sandbox.csun.edu/faculty/diane.schwartz
3249,Joshua J Schwartz,https://www.sandbox.csun.edu/faculty/joshua.schwartz
3250,Sidney H Schwartz,https://www.sandbox.csun.edu/faculty/sidney.schwartz
3251,Henry Schwarz,https://www.sandbox.csun.edu/faculty/henry.schwarz
3252,Cecile G Schwedes,https://www.sandbox.csun.edu/faculty/cecile.schwedes
3253,Joanne Scillitoe,https://www.sandbox.csun.edu/faculty/joannne.scillitoe
3254,Johnie H Scott,https://www.sandbox.csun.edu/faculty/johnie.scott
3255,Judith G Scott,https://www.sandbox.csun.edu/faculty/judith.scott
3256,O. Tacheeni Scott,https://www.sandbox.csun.edu/faculty/o.scott
3257,Whitney Scott,https://www.sandbox.csun.edu/faculty/whitney.scott
3258,William Scott,https://www.sandbox.csun.edu/faculty/spencer.scott
3259,"Searcy, Yan Dominic",https://www.sandbox.csun.edu/faculty/yan.searcy
3260,Sue Sears,https://www.sandbox.csun.edu/faculty/sue.sears
3261,Timothy Seavey,https://www.sandbox.csun.edu/faculty/timothy.seavey
3262,Kourosh Sedghisigarchi,https://www.sandbox.csun.edu/faculty/kourosh.sedghisigarchi
3263,Marcee Seegan,https://www.sandbox.csun.edu/faculty/marcee.seegan
3264,James E Sefton,https://www.sandbox.csun.edu/faculty/james.e.sefton
3265,Ralph Segalman,https://www.sandbox.csun.edu/faculty/ralph.segalman
3266,Cintia A Segovia figueroa,https://www.sandbox.csun.edu/faculty/cintia.segovia
3267,Thomas Seguine,https://www.sandbox.csun.edu/faculty/thomas.seguine
3268,"Owen H Seiver, REHS, DPA (Emeritus)",https://www.sandbox.csun.edu/faculty/owen.seiver
3269,Ryoichi Seki,https://www.sandbox.csun.edu/faculty/ryoichi.seki
3270,Jerome S Seliger,https://www.sandbox.csun.edu/faculty/jerome.seliger
